nombre_revista,issn_original,is_in_crossref,total_dois,current_dois,backfile_dois,abstracts_current,licenses_current,orcids_current,affiliations_current,references_current,display_name,works_count,cited_by_count,h_index,i10_index,is_oa,is_in_doaj,apc_usd,total_errores,porcentaje_resumenes,porcentaje_palabras_clave,porcentaje_referencias,porcentaje_afiliaciones,calidad_dialnet_score,completitud_metadatos_dialnet,visibilidad_openalex,densidad_doi,modernizacion_crossref,madurez_editorial,brecha_visibilidad,coherencia_resumenes,potencial_indexacion,acceso_abierto_integral,nivel1_completitud,nivel1_coherencia,eficiencia_apc,nivel2_visibilidad,nivel3_madurez,oportunidad_mejora,segmento,potencial_combinado
Acta bioethica,0717-5906;1726-569X,True,852,115,737,0.0,0.0,0.0,0.0,0.0,Acta bioethica,1034.0,4303.0,25.0,108.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,4.161508704061895,0.13497652582159625,0.0,0.039623662947602833,-0.2136150234741784,0.12989473684210529,0.09847373527593423,0.4,32.732894736842105,0.12989473684210529,0.0,2.280754352030948,0.08730009438459954,0.09847373527593423,Problema,11.700316394419218
Sin ISSN,Sin ISSN,False,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.0,0.0,0.0,0.0,0.0,0.12989473684210529,0.0,0.0,32.732894736842105,0.12989473684210529,0.0,0.0,0.0,0.0,Básico,10.910964912280702
Cuadernos de historia (Santiago),0716-1832;0719-1243,True,426,109,317,0.944954128440367,1.0,0.9724770642201837,0.0,0.0,Cuadernos de historia (Santiago),769.0,794.0,11.0,16.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,1.0325097529258778,0.25586854460093894,0.9724770642201834,0.034572308296681065,-0.8051643192488263,0.9251511347175277,0.33429940092100496,1.0,33.2191332689522,0.9251511347175277,0.0,1.0162548764629389,0.14522042644881,0.33429940092100496,Oportunidad,11.460202857287982
Neumología Pediátrica,0718-333X,True,434,87,347,0.7011494252873564,0.4137931034482759,0.0919540229885057,0.0,0.0,Neumología Pediátrica,434.0,244.0,6.0,2.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.5622119815668203,0.20046082949308755,0.40229885057471265,0.035113214878646846,0.0,0.8310441621294616,0.14745582040281324,0.8241379310344827,32.93404416212946,0.8310441621294616,0.0,0.6931749563006515,0.1177870221858672,0.14745582040281324,Básico,11.248335380205326
Universum (Talca),0716-498X;0718-2376,True,743,97,646,0.0,0.0,0.0,0.0,0.0,Universum,5185.0,2165.0,19.0,46.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.4175506268081003,0.13055181695827725,0.0,0.038834077767005405,-5.978465679676985,0.12989473684210529,0.020935828292595278,0.7,32.732894736842105,0.12989473684210529,0.0,0.5587753134040501,0.08469294736264132,0.020935828292595278,Básico,11.125454332536265
0719-3092,0719-3092,False,0,0,0,0.0,0.0,0.0,0.0,0.0,Revista nuestramérica,87.0,49.0,3.0,0.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.5632183908045977,0.0,0.0,0.0,0.0,0.12989473684210529,0.026804806024888096,0.7,32.732894736842105,0.12989473684210529,0.0,0.6316091954022989,0.0,0.026804806024888096,Básico,11.121501310748135
Atenea (Concepción),0716-1840;0718-0462,True,10350,90,10260,0.6,0.0,0.8222222222222222,0.9555555555555556,0.0,Atenea,10350.0,3350.0,21.0,49.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.32367149758454106,0.008695652173913044,0.47407407407407404,0.05541663347917325,0.0,0.7298947368421053,0.15904678100958428,0.4,32.96993177387914,0.7298947368421053,0.0,0.36183574879227054,0.03205614282654315,0.15904678100958428,Básico,11.121274555165984
Ciencia y enfermería,0717-9553,True,740,95,645,0.9684210526315788,0.0,1.0,1.0,0.0,Ciencia y enfermería/Ciencia y enfermería,745.0,5188.0,30.0,145.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,6.963758389261745,0.12837837837837837,0.6561403508771929,0.03882479702269561,-0.006756756756756757,0.9016842105263159,0.3213361681359029,0.7,33.0609649122807,0.9016842105263159,0.0,3.8318791946308726,0.083601587700537,0.3213361681359029,Problema,12.325481898204037
0716-0542;0719-5443,0716-0542;0719-5443,False,0,0,0,0.0,0.0,0.0,0.0,0.0,Lenguas modernas,509.0,1094.0,13.0,18.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,2.149312377210216,0.0,0.0,0.0,0.0,0.12989473684210529,0.06883104816354181,0.7,32.732894736842105,0.12989473684210529,0.0,1.4246561886051081,0.0,0.06883104816354181,Problema,11.385850308482404
Revista chilena de enfermedades respiratorias,0716-2065;0717-7348,True,779,72,707,0.0,0.0,0.0,0.0,0.0,Revista chilena de enfermedades respiratorias,801.0,1395.0,12.0,23.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,1.7415730337078652,0.09242618741976893,0.0,0.03937466456216231,-0.028241335044929396,0.12989473684210529,0.060511911333663716,0.4,32.732894736842105,0.12989473684210529,0.0,1.0707865168539326,0.06590042599096563,0.060511911333663716,Básico,11.28986055989567
Sur y Tiempo Revista de Historia de América,2452-574X,True,114,57,57,0.7017543859649124,0.0,0.3508771929824561,0.0,0.0,Sur y Tiempo Revista de Historia de América,114.0,18.0,2.0,0.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.15789473684210525,0.5,0.3508771929824562,0.024362658063278513,0.0,0.8316491228070176,0.11405936634624939,0.7,32.90833333333333,0.8316491228070176,0.0,0.42894736842105263,0.26218132903163927,0.11405936634624939,Veterana,11.199820676928674
Taller de Letras,2735-6825,True,50,50,0,0.9,1.0,0.02,0.0,0.0,Taller de Letras,433.0,207.0,5.0,2.0,False,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.4780600461893764,1.0,0.64,0.0,-7.66,0.9701052631578947,0.21544382690107367,0.3,33.052894736842106,0.9701052631578947,0.0,0.3890300230946882,0.5,0.21544382690107367,Veterana,11.313974919978932
Journal of technology management & innovation,0718-2724,True,875,91,784,0.0,0.0,0.0,0.0,0.0,Journal of technology management & innovation,892.0,13607.0,51.0,386.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,15.254484304932735,0.104,0.0,0.039994102306694444,-0.019428571428571427,0.12989473684210529,0.16730212967599103,0.7,32.732894736842105,0.12989473684210529,0.0,7.977242152466367,0.07199705115334722,0.16730212967599103,Problema,13.594044646820606
0719-9740,0719-9740,False,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.0,0.0,0.0,0.0,0.0,0.12989473684210529,0.0,0.0,32.732894736842105,0.12989473684210529,0.0,0.0,0.0,0.0,Básico,10.910964912280702
Revista Espacio Regional,0718-1604;2735-6175,True,66,36,30,1.0,0.9166666666666669,0.3611111111111111,0.0,0.0,Revista Espacio Regional,52.0,8.0,1.0,0.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.15384615384615385,0.5454545454545454,0.7592592592592594,0.02060392322691088,0.21212121212121213,0.8701052631578947,0.23636382839621825,0.675,33.11252436647173,0.8701052631578947,0.0,0.41442307692307695,0.28302923434072813,0.23636382839621825,Oportunidad,11.269992225911848
Revista Chilena de Derecho,0716-0747,True,37,20,17,1.0,1.0,0.0,0.0,0.0,Revista Chilena de Derecho,1926.0,3125.0,18.0,66.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,1.622533748701973,0.5405405405405406,0.6666666666666666,0.017342230547376988,-51.054054054054056,0.8701052631578947,0.2578484558065989,1.0,33.06622807017544,0.8701052631578947,0.0,1.3112668743509865,0.27894138554395875,0.2578484558065989,Problema,11.552145443356794
Revista musical chilena,0716-2790;0717-6252,True,1174,77,1097,0.0,0.0,0.0,0.0,0.0,Revista musical chilena,2438.0,1275.0,15.0,33.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.5229696472518458,0.065587734241908,0.0,0.04200747373241685,-1.0766609880749574,0.12989473684210529,0.025239728648151796,0.7,32.732894736842105,0.12989473684210529,0.0,0.6114848236259229,0.05379760398716243,0.025239728648151796,Básico,11.132725721485064
Chungará (Arica),0717-7356,True,1122,105,1017,0.0,0.0,0.0,0.0,0.0,Chungara,1149.0,8353.0,35.0,290.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,7.269799825935596,0.09358288770053476,0.0,0.041553571182662806,-0.02406417112299465,0.12989473684210529,0.12675661823388665,0.4,32.732894736842105,0.12989473684210529,0.0,3.8348999129677983,0.06756822944159878,0.12675661823388665,Problema,12.211787626417168
Meridional Revista Chilena de Estudios Latinoamericanos,0719-3734;0719-4862,True,135,67,68,0.5970149253731343,1.0,0.91044776119403,0.0,0.0,Meridional Revista Chilena de Estudios Latinoamericanos,135.0,68.0,3.0,1.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.5037037037037037,0.4962962962962963,0.8358208955223881,0.025404639027583557,0.0,0.7269096622152396,0.2752221406929179,1.0,33.1508051846033,0.7269096622152396,0.0,0.7518518518518518,0.2608504676619399,0.2752221406929179,Oportunidad,11.387835834705697
Revista INVI,0718-1299;0718-8358,True,783,85,698,0.9529411764705882,1.0,0.9176470588235294,0.0,0.0,Revista INVI,1031.0,3968.0,26.0,111.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,3.848690591658584,0.10855683269476372,0.9568627450980393,0.03929790445340286,-0.3167305236270754,0.9171640866873065,0.3817813447732084,1.0,33.21132610939112,0.9171640866873065,0.0,2.424345295829292,0.07392736857408329,0.3817813447732084,Básico,11.903199591264832
Teatro,0719-6482;0719-6490,True,94,66,28,0.5909090909090909,0.0,0.0,0.0,0.0,Teatro,94.0,18.0,1.0,0.0,False,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.19148936170212766,0.7021276595744681,0.196969696969697,0.020203774979918845,0.0,0.7208038277511962,0.06960315443241454,0.0,32.83137958532696,0.7208038277511962,0.0,0.09574468085106383,0.3611657172771935,0.06960315443241454,Veterana,11.096096661151739
Teología y vida,0049-3449;0717-6295,True,750,53,697,0.5471698113207547,1.0,0.0566037735849056,0.0,0.0,Teología y vida,943.0,959.0,10.0,13.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,1.0169671261930011,0.07066666666666667,0.5345911949685535,0.039289314616574235,-0.25733333333333336,0.67706454816286,0.2024730561188787,0.7,33.00019033432638,0.67706454816286,0.0,0.8584835630965005,0.054977990641620456,0.2024730561188787,Básico,11.304550629354834
Revista ingeniería de construcción,0718-5073,True,327,33,294,1.0,0.5757575757575758,0.0303030303030303,0.0,0.0,Revista de ingeniería de construcción,328.0,1858.0,17.0,46.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,5.664634146341464,0.10091743119266056,0.5353535353535354,0.03412185213803892,-0.0030581039755351682,0.8701052631578947,0.274414964227201,0.8727272727272727,33.000571504518874,0.8701052631578947,0.0,3.2686807095343684,0.06751964166534974,0.274414964227201,Problema,12.11225728523953
ARS MEDICA Revista de Ciencias Médicas,0718-1051;0719-1855,True,1559,103,1456,1.0,1.0,0.4271844660194175,0.0,0.1941747572815534,ARS MEDICA Revista de Ciencias Médicas,1560.0,996.0,11.0,13.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.6384615384615384,0.06606799230275817,0.8090614886731391,0.043704808837171226,-0.0006414368184733803,0.8701052631578947,0.27234390951717224,1.0,33.137425481178674,0.8701052631578947,0.0,0.8192307692307692,0.0548864005699647,0.27234390951717224,Oportunidad,11.337180883659803
Revista de derecho (Valdivia),0716-9132;0718-0950,True,749,76,673,0.0,0.0,0.0,0.0,0.0,Revista de derecho,749.0,2030.0,18.0,44.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,2.710280373831776,0.10146862483311081,0.0,0.03907938066547384,0.0,0.12989473684210529,0.07866644677351706,0.4,32.732894736842105,0.12989473684210529,0.0,1.5551401869158878,0.07027400274929232,0.07866644677351706,Problema,11.452769642169095
Journal Of Oral Research,0719-2460;0719-2479,True,877,75,802,0.9466666666666668,0.0,0.9466666666666668,0.0,0.04,Journal Of Oral Research,883.0,2052.0,16.0,42.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,2.323895809739524,0.08551881413911061,0.6311111111111112,0.040130128283680566,-0.0068415051311288486,0.923438596491228,0.2614015852328275,0.7,33.04845029239766,0.923438596491228,0.0,1.511947904869762,0.06282447121139559,0.2614015852328275,Problema,11.541074222826273
Revista de Estudios Latinoamericanos sobre Reducción del Riesgo de Desastres REDER,0719-8477,True,199,99,100,1.0,1.0,0.0101010101010101,0.0,0.0,Revista de Estudios Latinoamericanos sobre Reducción del Riesgo de Desastres REDER,203.0,298.0,7.0,4.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,1.4679802955665024,0.49748743718592964,0.67003367003367,0.027690723101047556,-0.020100502512562814,0.8701052631578947,0.25521410833268565,1.0,33.06791157185894,0.8701052631578947,0.0,1.2339901477832513,0.2625890801434886,0.25521410833268565,Problema,11.521496933261895
Revista de Humanidades de Valparaíso,0719-4234;0719-4242,True,366,67,299,0.8507462686567164,0.91044776119403,0.1343283582089552,0.0,0.0,Revista de Humanidades de Valparaíso,370.0,256.0,6.0,2.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.6918918918918919,0.1830601092896175,0.6318407960199005,0.034222694847937205,-0.01092896174863388,0.9806410054988217,0.22110308073367985,0.973134328358209,33.048815134852056,0.9806410054988217,0.0,0.8325131101250505,0.10864140206877734,0.22110308073367985,Básico,11.329989882348627
Revista de Derecho Administrativo Económico,0717-4888;0719-5591,True,337,33,304,1.0,1.0,0.1212121212121212,0.0,0.0,Revista de Derecho Administrativo Económico,489.0,208.0,6.0,1.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.42535787321063395,0.09792284866468842,0.7070707070707071,0.03432187065964447,-0.45103857566765576,0.8701052631578947,0.23338658739835125,0.7,33.08643009037746,0.8701052631578947,0.0,0.562678936605317,0.06612235966216645,0.23338658739835125,Oportunidad,11.238410462214981
Revista Chilena de Derecho y Tecnología,0719-2576;0719-2584,True,221,49,172,1.0,1.0,0.8775510204081634,0.0,0.0,Revista Chilena de Derecho y Tecnología,224.0,584.0,10.0,12.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,2.607142857142857,0.22171945701357465,0.9591836734693878,0.030919749566986673,-0.013574660633484163,0.8701052631578947,0.36473006244077966,1.0,33.2124865735768,0.8701052631578947,0.0,1.8035714285714286,0.12631960329028066,0.36473006244077966,Básico,11.714125868479504
Estudios Avanzados,0718-5014,True,74,40,34,1.0,1.0,0.975,0.0,0.0,Estudios Avanzados,193.0,118.0,4.0,1.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.6113989637305699,0.5405405405405406,0.9916666666666667,0.021332088368936478,-1.6081081081081081,0.8701052631578947,0.3261261633964609,1.0,33.228728070175436,0.8701052631578947,0.0,0.805699481865285,0.28093631445473854,0.3261261633964609,Oportunidad,11.438454622165153
Boletín de la Sociedad Chilena de Arqueología,0716-5730;2735-7651,True,102,68,34,0.6323529411764706,0.0,0.1911764705882353,0.0,0.0,Boletín de la Sociedad Chilena de Arqueología,103.0,36.0,3.0,0.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.34951456310679613,0.6666666666666666,0.2745098039215686,0.021332088368936478,-0.00980392156862745,0.7622476780185758,0.10033763787053393,0.4,32.87014963880289,0.7622476780185758,0.0,0.37475728155339805,0.3439993775178016,0.10033763787053393,Veterana,11.196302099291366
Revista Hospital Clínico Universidad de Chile,0716-7849;2735-7996,True,375,70,305,0.9571428571428572,0.0857142857142857,0.0,0.0,0.0,Revista Hospital Clínico Universidad de Chile,377.0,79.0,4.0,0.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.20954907161803712,0.18666666666666668,0.34761904761904766,0.03434151061171428,-0.005333333333333333,0.9129624060150375,0.11570057160969681,0.4257142857142857,32.90670426065163,0.9129624060150375,0.0,0.31763167866616143,0.11050408863919048,0.11570057160969681,Básico,11.111613342652326
Polis (Santiago),0717-6554;0718-6568,True,1016,21,995,1.0,0.5238095238095238,0.4285714285714286,0.0,0.0,Polis (Santiago),1042.0,7111.0,35.0,192.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,6.824376199616123,0.02066929133858268,0.6507936507936508,0.04142248354550759,-0.025590551181102362,0.8701052631578947,0.31867273609907115,0.5571428571428572,33.05829156223893,0.8701052631578947,0.0,3.69075952837949,0.03104588744204513,0.31867273609907115,Problema,12.260032326020154
Biologia Pesquera,0067-8767,True,154,136,18,1.0,0.0,0.0,0.5441176470588235,0.0,Biologia Pesquera,158.0,339.0,8.0,8.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,2.1455696202531644,0.8831168831168831,0.3333333333333333,0.01766663387499864,-0.025974025974025976,0.8701052631578947,0.1687596995841797,0.4,32.89956140350877,0.8701052631578947,0.0,1.2727848101265822,0.4503917584959409,0.1687596995841797,Problema,11.540912657377097
2452-5707,2452-5707,False,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.0,0.0,0.0,0.0,0.0,0.12989473684210529,0.0,0.0,32.732894736842105,0.12989473684210529,0.0,0.0,0.0,0.0,Básico,10.910964912280702
Revista de Historia Social y de las Mentalidades,0719-4749,True,120,42,78,1.0,1.0,1.0,0.0,0.0,Revista de Historia Social y de las Mentalidades,70.0,115.0,5.0,1.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,1.6428571428571428,0.35,1.0,0.026216687114802125,0.4166666666666667,0.8701052631578947,0.35831163498173796,1.0,33.232894736842105,0.8701052631578947,0.0,1.3214285714285714,0.18810834355740105,0.5833333333333333,Estrella,11.580810550609359
Revista de filosofía,0034-8236;0718-4360,True,1150,53,1097,0.4339622641509434,0.0,0.4150943396226415,0.0,0.0,Revista de filosofía,1149.0,2781.0,20.0,34.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,2.4203655352480418,0.04608695652173913,0.2830188679245283,0.04200747373241685,0.0008695652173913044,0.5638570009930487,0.15869050599823156,0.7,32.87440417080437,0.5638570009930487,0.0,1.560182767624021,0.04404721512707799,0.15869050599823156,Problema,11.492878051185157
Revista de humanidades (Santiago En línea),0717-0491;2452-445X,True,159,114,45,0.7105263157894737,0.0,0.6842105263157895,0.0,0.0,Revista de humanidades (Santiago En línea),160.0,17.0,2.0,0.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.10625,0.7169811320754716,0.46491228070175444,0.02297184837893457,-0.006289308176100629,0.840421052631579,0.14553223925092648,0.4,32.96535087719298,0.840421052631579,0.0,0.253125,0.36997649022720314,0.14553223925092648,Veterana,11.196150789140061
Revista de Ciencias Sociales,0716-7725;0719-8442,True,242,57,185,0.8245614035087719,1.0,1.0,0.0,0.0,Revista de Ciencias Sociales,242.0,74.0,3.0,1.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.30578512396694213,0.23553719008264462,0.9415204678362573,0.03135448004227921,0.0,0.9544561403508772,0.29846440959669074,0.7,33.20365497076023,0.9544561403508772,0.0,0.502892561983471,0.1334458350624619,0.29846440959669074,Oportunidad,11.279997789268721
Cubo (Temuco),0716-7776;0719-0646,True,427,95,332,0.9052631578947368,0.0,0.9052631578947368,0.0,0.0,Cubo,462.0,1560.0,17.0,35.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,3.3766233766233764,0.2224824355971897,0.6035087719298246,0.03484885493988266,-0.08196721311475409,0.964842105263158,0.269629282088868,0.7,33.03464912280702,0.964842105263158,0.0,2.0383116883116883,0.1286656452685362,0.269629282088868,Problema,11.733875485462413
Comunicación y Medios,0716-3991;0719-1529,True,699,94,605,0.9680851063829788,1.0,0.6914893617021277,0.0,0.0,Comunicación y Medios,868.0,1753.0,13.0,17.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,2.019585253456221,0.13447782546494993,0.8865248226950354,0.03844127991641588,-0.24177396280400573,0.9020201567749159,0.33226461612829394,1.0,33.176157148189624,0.9020201567749159,0.0,1.5097926267281105,0.08645955269068291,0.33226461612829394,Básico,11.590803109202808
Revista Punto Género,0719-0417;2735-7473,True,388,78,310,0.9487179487179488,0.0,1.0,0.0,0.0,Revista Punto Género,404.0,626.0,11.0,13.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,1.5495049504950495,0.20103092783505155,0.6495726495726496,0.0344387574730754,-0.041237113402061855,0.9213873144399459,0.2510257470675467,0.7,33.05768106162843,0.9213873144399459,0.0,1.1247524752475249,0.11773484265406348,0.2510257470675467,Problema,11.43338945984334
Revista Pedagogía Universitaria y Didáctica del Derecho,0719-5885,True,269,83,186,1.0,1.0,0.963855421686747,0.0,0.0,Revista Pedagogía Universitaria y Didáctica del Derecho,272.0,587.0,12.0,15.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,2.1580882352941178,0.30855018587360594,0.9879518072289156,0.03138665170112752,-0.011152416356877323,0.8701052631578947,0.36538355350997015,1.0,33.22687064045656,0.8701052631578947,0.0,1.5790441176470589,0.16996841878736674,0.36538355350997015,Básico,11.65862772563033
Sin ISSN,Sin ISSN,False,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.0,0.0,0.0,0.0,0.0,0.12989473684210529,0.0,0.0,32.732894736842105,0.12989473684210529,0.0,0.0,0.0,0.0,Básico,10.910964912280702
Revista Palabra y Razón,0719-2223;2452-4646,True,113,48,65,0.8958333333333333,0.0,0.8333333333333333,0.0,0.0,Revista Palabra y Razón,114.0,21.0,2.0,0.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.18421052631578946,0.4247787610619469,0.5763888888888888,0.02513792845215855,-0.008849557522123894,0.9742719298245615,0.1830612464693027,0.7,33.02108918128655,0.9742719298245615,0.0,0.4421052631578947,0.22495834475705273,0.1830612464693027,Veterana,11.229384263067166
Revista Chilena de Neurocirugía,0716-4491;2452-5553,True,273,66,207,0.803030303030303,0.8787878787878788,0.0,0.0,0.3181818181818182,Revista Chilena de Neurocirugía,273.0,106.0,4.0,1.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.3882783882783883,0.24175824175824176,0.5606060606060606,0.03202522847820791,0.0,0.9329250398724083,0.18786568277566615,0.6636363636363636,33.01319776714514,0.9329250398724083,0.0,0.5259573759573759,0.13689173511822483,0.18786568277566615,Básico,11.225348959406913
Revista Jurídica Digital UANDES,0719-7942,True,113,50,63,1.0,1.0,0.58,0.0,0.0,Revista Jurídica Digital UANDES,125.0,58.0,4.0,2.0,True,True,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.464,0.4424778761061947,0.86,0.02495329850015803,-0.10619469026548672,0.8701052631578947,0.2808703449323472,1.0,33.162894736842105,0.8701052631578947,0.0,0.732,0.23371558730317638,0.2808703449323472,Oportunidad,11.37620344138176
0719-8264,0719-8264,False,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.0,0.0,0.0,0.0,0.0,0.12989473684210529,0.0,0.0,32.732894736842105,0.12989473684210529,0.0,0.0,0.0,0.0,Básico,10.910964912280702
0718-9478;0719-7527,0718-9478;0719-7527,False,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.0,0.0,0.0,0.0,0.0,0.12989473684210529,0.0,0.0,32.732894736842105,0.12989473684210529,0.0,0.0,0.0,0.0,Básico,10.910964912280702
EID Ergonomía Investigación y Desarrollo,2452-4859,True,141,68,73,1.0,0.0,1.0,0.8970588235294118,0.0,EID Ergonomía Investigación y Desarrollo,135.0,57.0,3.0,1.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,0.4222222222222222,0.48226950354609927,0.6666666666666666,0.025824390559225016,0.0425531914893617,0.8701052631578947,0.2211332356153611,0.4,33.06622807017544,0.8701052631578947,0.0,0.4111111111111111,0.2540469470526621,0.2211332356153611,Veterana,11.243795376113072
Estudios filológicos,0071-1713;0717-6171,True,695,79,616,0.0,0.0,0.0,0.0,0.0,Estudios filológicos,957.0,3382.0,19.0,49.0,True,False,,627.3894736842105,87.01052631578948,65.58947368421053,33.65263157894737,75.61052631578947,0.0,65.46578947368421,3.533960292580982,0.11366906474820145,0.0,0.03854921414343233,-0.376978417266187,0.12989473684210529,0.09069574766072379,0.4,32.732894736842105,0.12989473684210529,0.0,1.966980146290491,0.07610913944581689,0.09069574766072379,Problema,11.591994674192804
