PT	AU	BA	CA	GP	RI	OI	BE	Z2	AU	AA	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	G1	NR	CR	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Xiang, Jiannan; Liu, Guangyi; Gu, Yi; Gao, Qiyue; Ning, Yuting; Zha, Yuheng; Feng, Zeyu; Tao, Tianhua; Hao, Shibo; Shi, Yemin; Liu, Zhengzhong; Xing, Eric P.; Hu, Zhiting				Gu, Yi/JRX-8093-2023						<italic>Pandora:</italic> Towards General World Model with Natural Language Actions and Video States								Arxiv											1	1;2024-06-12;https://www.arxiv.org/abs/2406.09455v1	arXiv:2406.09455			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	Jun 12 2024	2024	World models simulate future states of the world in response to different actions. They facilitate interactive content creation and provides a foundation for grounded, long-horizon reasoning. Current foundation models do not fully meet the capabilities of general world models: large language models (LLMs) are constrained by their reliance on language modality and their limited understanding of the physical world, while video models lack interactive action control over the world simulations. This paper makes a step towards building a general world model by introducing Pandora, a hybrid autoregressive-diffusion model that simulates world states by generating videos and allows real-time control with free-text actions. Pandora achieves domain generality, video consistency, and controllability through large-scale pretraining and instruction tuning. Crucially, Pandora bypasses the cost of training-from-scratch by integrating a pretrained LLM (7B) and a pretrained video model, requiring only additional lightweight finetuning. We illustrate extensive outputs by Pandora across diverse domains (indoor/outdoor, natural/urban, human/robot, 2D/3D, etc.). The results indicate great potential of building stronger general world models with larger-scale training.																																	2024-07-02	PPRN:89328667		
J	Voronov, Anton; Wolf, Lena; Ryabinin, Max				Wolf, Lena/JPX-8351-2023; Voronov, Anton/JED-4209-2023						Mind Your Format: Towards Consistent Evaluation of In-Context Learning Improvements								Arxiv											3	3;2024-06-06;https://www.arxiv.org/abs/2401.06766v3| 2;2024-01-22;https://www.arxiv.org/abs/2401.06766v2| 1;2024-01-12;https://www.arxiv.org/abs/2401.06766v1	arXiv:2401.06766			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	Jun 06 2024	2024	Large language models demonstrate a remarkable capability for learning to solve new tasks from a few examples. The prompt template, or the way the input examples are formatted to obtain the prompt, is an important yet often overlooked aspect of in-context learning. In this work, we conduct a comprehensive study of the template format's influence on the in-context learning performance. We evaluate the impact of the prompt template across 21 models (from 770M to 70B parameters) and 4 standard classification datasets. We show that a poor choice of the template can reduce the performance of the strongest models and inference methods to a random guess level. More importantly, the best templates do not transfer between different setups and even between models of the same family. Our findings show that the currently prevalent approach to evaluation, which ignores template selection, may give misleading results due to different templates in different works. As a first step towards mitigating this issue, we propose Template Ensembles that aggregate model predictions across several templates. This simple test-time augmentation boosts average performance while being robust to the choice of random set of templates.																																	2024-06-22	PPRN:87154789		
J	Guo, Yinjie; Pack, Jordan; Swann, Joshua; Holtzman, Luke; Cothrine, Matthew; Watanabe, Kenji; Taniguchi, Takashi; Mandrus, David G; Barmak, Katayun; Hone, James; Millis, Andrew J.; Pasupathy, Abhay; Dean, Cory R.				Watanabe, Kenji/H-2825-2011; Dean, Cory/HMD-9142-2023; Hone, James/E-1879-2011; TANIGUCHI, Takashi/H-2718-2011						Superconductivity in twisted bilayer WSe2								Arxiv											2	2;2024-06-05;https://www.arxiv.org/abs/2406.03418v1| 1;2024-06-05;https://www.arxiv.org/abs/2406.03418v1	arXiv:2406.03418			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	Jun 05 2024	2024	The discovery of superconductivity in twisted bilayer and twisted trilayer graphene[1–5] has generated tremendous interest. The key feature of these systems is an interplay between interlayer coupling and a moire superlattice that gives rise to low-energy flat bands with strong correlations[6]. Flat bands can also be induced by moire patterns in lattice-mismatched and or twisted heterostructures of other two-dimensional materials such as transition metal dichalcogenides (TMDs)[7–11]. Although a wide range of correlated phenomenon have indeed been observed in the moire TMDs[12–24], robust demonstration of superconductivity has remained absent[12]. Here we report superconductivity in 5 degree twisted bilayer WSe2 (tWSe2) with a maximum critical temperature of 426 mK. The superconducting state appears in a limited region of displacement field and density that is adjacent to a metallic state with Fermi surface reconstruction believed to arise from antiferromagnetic order[25]. A sharp boundary is observed between the superconducting and magnetic phases at low temperature, reminiscent of spin-fluctuation mediated superconductivity[26]. Our results establish that moire flat-band superconductivity extends beyond graphene structures. Material properties that are absent in graphene but intrinsic among the TMDs such as a native band gap, large spin-orbit coupling, spin- valley locking, and magnetism offer the possibility to access a broader superconducting parameter space than graphene-only structures.																																	2025-03-15	PPRN:89262734		
J	Lu, Xudong; Liu, Qi; Xu, Yuhui; Zhou, Aojun; Huang, Siyuan; Zhang, Bo; Yan, Junchi; Li, Hongsheng				Xu, Yuhui/AAW-6061-2021; Liu, Qi/AAS-9988-2021; Zhang, Bo/LYO-2794-2024; Li, Hongsheng/AES-5328-2022						Not All Experts are Equal: Efficient Expert Pruning and Skipping for Mixture-of-Experts Large Language Models								Arxiv											1	1;2024-05-30;https://www.arxiv.org/abs/2402.14800v2	arXiv:2402.14800			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	May 30 2024	2024	A pivotal advancement in the progress of large language models (LLMs) is the emergence of the Mixture-of-Experts (MoE) LLMs. Compared to traditional LLMs, MoE LLMs can achieve higher performance with fewer parameters, but it is still hard to deploy them due to their immense parameter sizes. Different from previous weight pruning methods that rely on specifically designed hardware, this paper mainly aims to enhance the deployment efficiency of MoE LLMs by introducing plug-and-play expert-level sparsification techniques. Specifically, we propose, for the first time to our best knowledge, post-training approaches for task-agnostic and task-specific expert pruning and skipping of MoE LLMs, tailored to improve deployment efficiency while maintaining model performance across a wide range of tasks. Extensive experiments show that our proposed methods can simultaneously reduce model sizes and increase the inference speed, while maintaining satisfactory performance.																																	2024-11-10	PPRN:89112926		
J	Street, Winnie; Siy, John Oliver; Keeling, Geoff; Baranes, Adrien; Barnett, Benjamin; Mckibben, Michael; Kanyere, Tatenda; Lentz, Alison; Aguera y Arcas, Blaise; Dunbar, Robin I.M.										LLMs achieve adult human performance on higher-order theory of mind tasks								Arxiv											2	2;2024-05-31;https://www.arxiv.org/abs/2405.18870v2| 1;2024-05-29;https://www.arxiv.org/abs/2405.18870v1	arXiv:2405.18870			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	May 29 2024	2024	This paper examines the extent to which large language models (LLMs) have developed higher-order theory of mind (ToM); the human ability to reason about multiple mental and emotional states in a recursive manner (e.g. I think that you believe that she knows ). This paper builds on prior work by introducing a handwritten test suite – Multi-Order Theory of Mind Q&A – and using it to compare the performance of five LLMs to a newly gathered adult human benchmark. We find that GPT-4 and Flan-PaLM reach adult-level and near adult-level performance on ToM tasks overall, and that GPT-4 exceeds adult performance on 6th order inferences. Our results suggest that there is an interplay between model size and finetuning for the realisation of ToM abilities, and that the best-performing LLMs have developed a generalised capacity for ToM. Given the role that higher-order ToM plays in a wide range of cooperative and competitive human behaviours, these findings have significant implications for user-facing LLM applications.																																	2024-08-24	PPRN:89125084		
J	Lin, Licong; Bai, Yu; Mei, Song				Bai, Yu/AAG-7494-2020; Mei, Song/AFQ-2667-2022						Transformers as Decision Makers: Provable In-Context Reinforcement Learning via Supervised Pretraining								Arxiv											2	2;2024-05-26;https://www.arxiv.org/abs/2310.08566v2| 1;2023-10-12;https://www.arxiv.org/abs/2310.08566v1	arXiv:2310.08566			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	May 26 2024	2024	Large transformer models pretrained on offline reinforcement learning datasets have demonstrated remarkable in -context reinforcement learning (ICRL) capabilities, where they can make good decisions when prompted with interaction trajectories from unseen environments. However, when and how transformers can be trained to perform ICRL have not been theoretically well -understood. In particular, it is unclear which reinforcement -learning algorithms transformers can perform in context, and how distribution mismatch in offline training data affects the learned algorithms. This paper provides a theoretical framework that analyzes supervised pretraining for ICRL. This includes two recently proposed training methods — algorithm distillation and decision-pretrained transformers. First, assuming model realizability, we prove the supervised-pretrained transformer will imitate the conditional expectation of the expert algorithm given the observed trajectory. The generalization error will scale with model capacity and a distribution divergence factor between the expert and offline algorithms. Second, we show transformers with ReLU attention can efficiently approximate near -optimal online reinforcement learning algorithms like LinUCB and Thompson sampling for stochastic linear bandits, and UCB-VI for tabular Markov decision processes. This provides the first quantitative analysis of the ICRL capabilities of transformers pretrained from offline trajectories.																																	2024-06-11	PPRN:85605405		
J	Besiroglu, Tamay; Erdil, Ege; Barnett, Matthew; You, Josh				Erdil, Erkan/D-2031-2010						Chinchilla Scaling: A replication attempt								Arxiv											2	2;2024-05-15;https://www.arxiv.org/abs/2404.10102v2| 1;2024-04-15;https://www.arxiv.org/abs/2404.10102v1	arXiv:2404.10102			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	May 15 2024	2024	Hoffmann et al. (2022) propose three methods for estimating a compute-optimal scaling law. We attempt to replicate their third estimation procedure, which involves fitting a parametric loss function to a reconstruction of data from their plots. However, we find that their reported estimates are inconsistent with their first two estimation methods, fail at fitting the extracted data, and report implausibly narrow confidence intervals—intervals this narrow would require over 600,000 experiments, while they likely only ran fewer than 500. Two factors explain these findings: firstly, the optimizer used by Hoffmann et al. stopped before convergence due to a poor choice of loss scale, and secondly, the parameter estimates reported in the body of the paper (as opposed to the TeX source) are rounded in a way that results in substantial bias in the predictions of the scaling law. In contrast, our re-derivation of the scaling law using the third approach yields results that are compatible with the findings from the first two estimation procedures described by Hoffmann et al.																																	2024-06-11	PPRN:88544063		
J	Wu, Bo; Yu, Shoubin; Chen, Zhenfang; Tenenbaum, Joshua B; Gan, Chuang				Chen, Zhenfang/HTS-8543-2023						STAR: A Benchmark for Situated Reasoning in Real-World Videos								Arxiv											1	1;2024-05-15;https://www.arxiv.org/abs/2405.09711v1	arXiv:2405.09711			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	May 15 2024	2024	Reasoning in the real world is not divorced from situations. How to capture the present knowledge from surrounding situations and perform reasoning accordingly is crucial and challenging for machine intelligence. This paper introduces a new benchmark that evaluates the situated reasoning ability via situation abstraction and logic-grounded question answering for real-world videos, called Situated Reasoning in Real-World Videos (STAR Benchmark). This benchmark is built upon the real-world videos associated with human actions or interactions, which are naturally dynamic, compositional, and logical. The dataset includes four types of questions, including interaction, sequence, prediction, and feasibility. We represent the situations in real-world videos by hyper-graphs connecting extracted atomic entities and relations (e.g., actions, persons, objects, and relationships). Besides visual perception, situated reasoning also requires structured situation comprehension and logical reasoning. Questions and answers are procedurally generated. The answering logic of each question is represented by a functional program based on a situation hyper-graph. We compare various existing video reasoning models and find that they all struggle on this challenging situated reasoning task. We further propose a diagnostic neuro-symbolic model that can disentangle visual perception, situation abstraction, language understanding, and functional reasoning to understand the challenges of this benchmark.																																	2024-06-12	PPRN:89086055		
J	Ma, Chong; Wu, Zihao; Wang, Jiaqi; Xu, Shaochen; Wei, Yaonai; Zeng, Fang; Liu, Zhengliang; Jiang, Xi; Guo, Lei; Cai, Xiaoyan; Zhang, Shu; Zhang, Tuo; Zhu, Dajiang; Shen, Dinggang; Liu, Tianming; Li, Xiang				Jiang, Xi/ADT-2238-2022; wang, jiaqi/HHS-0123-2022; Liu, Tianming/GLS-1211-2022; Wei, Yaonai/KFS-3242-2024; Guo, Lei/C-6558-2014; wu, zihao/R-8745-2019; Ma, Chong/MIT-9373-2025; Zhang, Tuo/NHP-8722-2025; Cai, Xiaoyan/OCK-9718-2025; Li, Xiang/J-6924-2019						An Iterative Optimizing Framework for Radiology Report Summarization with ChatGPT								Arxiv											3	3;2024-05-08;https://www.arxiv.org/abs/2304.08448v3| 2;1800-01-01;https://www.arxiv.org/abs/2304.08448v2| 1;2023-04-17;https://www.arxiv.org/abs/2304.08448v1	arXiv:2304.08448			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	May 08 2024	2024	The 'Impression' section of a radiology report is a critical basis for communication between radiologists and other physicians, and it is typically written by radiologists based on the 'Findings' section. However, writing numerous impressions can be laborious and error-prone for radiologists. Although recent studies have achieved promising results in automatic impression generation using large-scale medical text data for pre-training and fine-tuning pre-trained language models, such models often require substantial amounts of medical text data and have poor generalization performance. While large language models (LLMs) like ChatGPT have shown strong generalization capabilities and performance, their performance in specific domains, such as radiology, remains under-investigated and potentially limited. To address this limitation, we propose ImpressionGPT, which leverages the in-context learning capability of LLMs by constructing dynamic contexts using domain-specific, individualized data. This dynamic prompt approach enables the model to learn contextual knowledge from semantically similar examples from existing data. Additionally, we design an iterative optimization algorithm that performs automatic evaluation on the generated impression results and composes the corresponding instruction prompts to further optimize the model. The proposed ImpressionGPT model achieves state-of-the-art performance on both MIMIC-CXR and OpenI datasets without requiring additional training data or fine-tuning the LLMs. This work presents a paradigm for localizing LLMs that can be applied in a wide range of similar application scenarios, bridging the gap between general-purpose LLMs and the specific language processing needs of various domains.																																	2024-05-29	PPRN:63657300		
J	Zhao, Zhiyuan; Ding, Xueying; Prakash, B. Aditya										PINNsFormer: A Transformer-Based Framework For Physics-Informed Neural Networks								Arxiv											3	3;2024-05-07;https://www.arxiv.org/abs/2307.11833v3| 2;2023-10-03;https://www.arxiv.org/abs/2307.11833v2| 1;2023-07-21;https://www.arxiv.org/abs/2307.11833v1	arXiv:2307.11833			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	May 07 2024	2024	Physics-Informed Neural Networks (PINNs) have emerged as a promising deep learning framework for approximating numerical solutions to partial differential equations (PDEs). However, conventional PINNs, relying on multilayer perceptrons (MLP), neglect the crucial temporal dependencies inherent in practical physics systems and thus fail to propagate the initial condition constraints globally and accurately capture the true solutions under various scenarios. In this paper, we introduce a novel Transformer-based framework, termed PINNsFormer, designed to address this limitation. PINNsFormer can accurately approximate PDE solutions by utilizing multi-head attention mechanisms to capture temporal dependencies. PINNsFormer transforms point-wise inputs into pseudo sequences and replaces point-wise PINNs loss with a sequential loss. Additionally, it incorporates a novel activation function, Wavelet, , which anticipates Fourier decomposition through deep neural networks. Empirical results demonstrate that PINNsFormer achieves superior generalization ability and accuracy across various scenarios, including PINNs failure modes and high-dimensional PDEs. Moreover, PINNsFormer offers flexibility in integrating existing learning schemes for PINNs, further enhancing its performance.																																	2024-05-28	PPRN:74086472		
J	Yang, Ling; Yu, Zhaochen; Meng, Chenlin; Xu, Minkai; Ermon, Stefano; Cui, Bin				Xu, Minkai/JXL-2266-2024; Meng, Chenlin/HKF-5727-2023						Mastering Text-to-Image Diffusion: Recaptioning, Planning, and Generating with Multimodal LLMs								Arxiv											3	3;2024-05-05;https://www.arxiv.org/abs/2401.11708v3| 2;2024-02-06;https://www.arxiv.org/abs/2401.11708v2| 1;2024-01-22;https://www.arxiv.org/abs/2401.11708v1	arXiv:2401.11708			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	May 05 2024	2024	Diffusion models have exhibit exceptional performance in text -to -image generation and editing. However, existing methods often face challenges when handling complex text prompts that involve multiple objects with multiple attributes and relationships. In this paper, we propose a brand new training -free text -to -image generation/editing framework, namely Recaption, Plan and Generate (RPG), harnessing the powerful chain -of -thought reasoning ability of multimodal LLMs to enhance the compositionality of text -toimage diffusion models. Our approach employs the MLLM as a global planner to decompose the process of generating complex images into multiple simpler generation tasks within subregions. We propose complementary regional diffusion to enable region -wise compositional generation. Furthermore, we integrate text -guided image generation and editing within the proposed RPG in a closed -loop fashion, thereby enhancing generalization ability. Extensive experiments demonstrate our RPG outperforms state-of-the-art textto -image diffusion models, including DALL-E 3 and SDXL, particularly in multi -category object composition and text -image semantic alignment. Notably, our RPG framework exhibits wide compatibility with various MLLM architectures (e.g., MiniGPT-4) and diffusion backbones (e.g., ControlNet). Our code is available at https://github.com/YangLing0818/RPGDiffusionMaster																																	2024-05-14	PPRN:87277666		
J	Liao, Jiayi; Li, Sihang; Yang, Zhengyi; Wu, Jiancan; Yuan, Yancheng; Wang, Xiang; He, Xiangnan				Yang, Zhengyi/KWU-3780-2024; liao, jiayi/OOL-4725-2025						LLaRA: Large Language-Recommendation Assistant								Arxiv											4	4;2024-05-04;https://www.arxiv.org/abs/2312.02445v4| 3;2024-04-09;https://www.arxiv.org/abs/2312.02445v3| 2;2023-12-31;https://www.arxiv.org/abs/2312.02445v2| 1;2023-12-05;https://www.arxiv.org/abs/2312.02445v1	arXiv:2312.02445			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	May 04 2024	2024	Sequential recommendation aims to predict users' next interaction with items based on their past engagement sequence. Recently, the advent of Large Language Models (LLMs) has sparked interest in leveraging them for sequential recommendation, viewing it as language modeling. Previous studies represent items within LLMs' input prompts as either ID indices or textual metadata. However, these approaches often fail to either encapsulate comprehensive world knowledge or exhibit sufficient behavioral understanding. To combine the complementary strengths of conventional recommenders in capturing behavioral patterns of users and LLMs in encoding world knowledge about items, we introduce Large Language-Recommendation Assistant (LLaRA). Specifically, it uses a novel hybrid prompting method that integrates ID-based item embeddings learned by traditional recommendation models with textual item features. Treating the "sequential behaviors of users" as a distinct modality beyond texts, we employ a projector to align the traditional recommender's ID embeddings with the LLM's input space. Moreover, rather than directly exposing the hybrid prompt to LLMs, a curriculum learning strategy is adopted to gradually ramp up training complexity. Initially, we warm up the LLM using text-only prompts, which better suit its inherent language modeling ability. Subsequently, we progressively transition to the hybrid prompts, training the model to seamlessly incorporate the behavioral knowledge from the traditional sequential recommender into the LLM. Empirical results validate the effectiveness of our proposed framework. 																																	2024-05-24	PPRN:86401595		
J	Mehta, Ajit Kumar; Olsen, Seth; Wadekar, Digvijay; Roulet, Javier; Venumadhav, Tejaswi; Mushkin, Jonathan; Zackay, Barak; Zaldarriaga, Matias				Wadekar, Digvijay/AAM-3622-2021						New binary black hole mergers in the LIGO-Virgo O3b data								Arxiv											2	2;2024-05-04;https://www.arxiv.org/abs/2311.06061v2| 1;2023-11-10;https://www.arxiv.org/abs/2311.06061v1	arXiv:2311.06061			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	May 04 2024	2024	We report the detection of 6 new candidate binary black hole (BBH) merger signals in the publicly released data from the second half of the third observing run (O3b) of advanced LIGO and advanced Virgo. The LIGO–Virgo–KAGRA (LVK) collaboration reported 35 compact binary coalescences (CBCs) in their analysis of the O3b data [1], with 30 BBH mergers having coincidence in the Hanford and Livingston detectors. We confirm 17 of these for a total of 23 detections in our analysis of the Hanford–Livingston coincident O3b data. We identify candidates using a search pipeline employing aligned -spin quadrupole -only waveforms. Our pipeline is similar to the one used in our O3a coincident analysis [2], except for a few improvements in the veto procedure and the ranking statistic, and we continue to use an astrophysical probability of one half as our detection threshold, following the approach of the LVK catalogs. Most of the new candidates reported in this work are placed in the upper/lower-mass gap of the black hole (BH) mass distribution. We also identify a possible neutron star -black hole (NSBH) merger. We expect these events to help inform the black hole mass and spin distributions inferred in a full population analysis.																																	2024-05-24	PPRN:86125074		
J	Strachan, David J.; Purkayastha, Archak; Clark, Stephen R.				Purkayastha, Archak/T-7123-2018; Clark, Stephen/G-5368-2012						Non-Markovian Quantum Mpemba effect								Arxiv											2	2;2024-04-30;https://www.arxiv.org/abs/2402.05756v2| 1;2024-02-08;https://www.arxiv.org/abs/2402.05756v1	arXiv:2402.05756			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	Apr 30 2024	2024	Since its rediscovery in the twentieth century, the Mpemba effect, where a far -from -equilibrium state may relax faster than a state closer to equilibrium, has been extensively studied in classical systems and has recently received significant attention in quantum systems. Many theories explaining this counter -intuitive behavior in classical systems rely on memory effects. However, in quantum systems, the relation between the Mpemba effect and memory has remained unexplored. In this work, we consider general non-Markovian open quantum systems and reveal new classes of quantum Mpemba effects, with no analog in Markovian quantum dynamics. Generically, open quantum dynamics possess a finite memory time and a unique steady state. Due to non-Markovian dynamics, even if the system is initialized in the steady state it can take a long time to relax back. We find other initial states that reach the steady state much faster. Most notably, we demonstrate that there can be an initial state in which the system reaches the steady state within the finite memory time itself, therefore giving the fastest possible relaxation to stationarity. We verify the effect for quantum dot systems coupled to electronic reservoirs in equilibrium and non -equilibrium setups at weak, intermediate and strong coupling, and both with and without interactions. Our work provides new insights into the rich physics underlying accelerated relaxation in quantum systems.																																	2024-05-17	PPRN:87568880		
J	Zhang, Yuqi; Ding, Liang; Zhang, Lefei; Tao, Dacheng				Shen, Li/AEZ-9528-2022; Zhang, Lefei/HHM-8850-2022; Zhang, Yuqi/JQJ-3502-2023; Ding, Liang/IXD-6099-2023						Intention Analysis Makes LLMs A Good Jailbreak Defender								Arxiv											3	3;2024-04-29;https://www.arxiv.org/abs/2401.06561v3| 2;2024-02-21;https://www.arxiv.org/abs/2401.06561v2| 1;2024-01-12;https://www.arxiv.org/abs/2401.06561v1	arXiv:2401.06561			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 29 2024	2024	Aligning large language models (LLMs) with human values, particularly in the face of complex and stealthy jailbreak attacks, presents a formidable challenge. In this study, we present a simple yet highly effective defense strategy, i.e., Intention Analysis (IA). The principle behind this is to trigger LLMs’ inherent self-correct and improve ability through a twostage process: 1) essential intention analysis, and 2) policy-aligned response. Notably, IA is an inference-only method, thus could enhance the safety of LLMs without compromising their helpfulness 1 . Extensive experiments on varying jailbreak benchmarks across ChatGLM, LLaMA2, Vicuna, MPT, DeepSeek, and GPT-3.5 show that IA could consistently and significantly reduce the harmfulness in responses (averagely-53.1% attack success rate) and maintain the general helpfulness. Encouragingly, with the help of our IA, Vicuna-7B even outperforms GPT-3.5 in terms of attack success rate. Further analyses present some insights into how our method works. 																																	2024-05-15	PPRN:87155851		
J	Wang, Zihan; Kong, Fanheng; Feng, Shi; Wang, Ming; Yang, Xiaocui; Zhao, Han; Wang, Daling; Zhang, Yifei				Kong, Fanheng/NTQ-9137-2025; Wang, Ming/GYJ-7973-2022; Yang, XIaocui/MIN-0864-2025; Zhang, Yifei/JCO-2457-2023						Is Mamba Effective for Time Series Forecasting?								Arxiv											3	3;2024-04-27;https://www.arxiv.org/abs/2403.11144v3| 2;2024-04-02;https://www.arxiv.org/abs/2403.11144v2| 1;2024-03-17;https://www.arxiv.org/abs/2403.11144v1	arXiv:2403.11144			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 27 2024	2024	In the realm of time series forecasting (TSF), it is imperative for models to adeptly discern and distill hidden patterns within historical time series data to forecast future states. Transformer-based models exhibit formidable efficacy in TSF, primarily attributed to their advantage in apprehending these patterns. However, the quadratic complexity of the Transformer leads to low computational efficiency and high costs, which somewhat hinders the deployment of the TSF model in real-world scenarios. Recently, Mamba, a selective state space model, has gained traction due to its ability to process dependencies in sequences while maintaining near-linear complexity. For TSF tasks, these characteristics enable Mamba to comprehend hidden patterns as the Transformer and reduce computational overhead compared to the Transformer. Therefore, we propose a Mamba-based model named Simple-Mamba (S-Mamba) for TSF. Specifically, we tokenize the time points of each variate autonomously via a linear layer. A bidirectional Mamba layer is utilized to extract inter-variate correlations and a Feed-Forward Network is set to learn temporal dependencies. Finally, the generation of forecast outcomes through a linear mapping layer. Experiments on thirteen public datasets prove that S-Mamba maintains low computational overhead and achieves leading performance. Furthermore, we conduct extensive experiments to explore Mamba's potential in TSF tasks. Our code is available at https://github.com/wzhwzhwzh0921/S-D-Mamba.																																	2024-05-15	PPRN:88189282		
J	Chernozhukov, Victor; Newey, Whitney; Singh, Rahul; Syrgkanis, Vasilis										Adversarial Estimation of Riesz Representers								Arxiv											3	3;2024-04-26;https://www.arxiv.org/abs/2101.00009v3| 2;2024-01-15;https://www.arxiv.org/abs/2101.00009v2| 1;2020-12-30;https://www.arxiv.org/abs/2101.00009v1	arXiv:2101.00009			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 26 2024	2024	Many causal parameters are linear functionals of an underlying regression. The Riesz representer is a key component in the asymptotic variance of a semiparametrically estimated linear functional. We propose an adversarial framework to estimate the Riesz representer using general function spaces. We prove a nonasymptotic mean square rate in terms of an abstract quantity called the critical radius, then specialize it for neural networks, random forests, and reproducing kernel Hilbert spaces as leading cases. Our estimators are highly compatible with targeted and debiased machine learning with sample splitting; our guarantees directly verify general conditions for inference that allow mis-specification. We also use our guarantees to prove inference without sample splitting, based on stability or complexity. Our estimators achieve nominal coverage in highly nonlinear simulations where some previous methods break down. They shed new light on the heterogeneous effects of matching grants.																																	2024-05-15	PPRN:10682497		
J	Park, Jongho; Park, Jaeseung; Xiong, Zheyang; Lee, Nayoung; Cho, Jaewoong; Oymak, Samet; Lee, Kangwook; Papailiopoulos, Dimitris										Can Mamba Learn How to Learn? A Comparative Study on In-Context Learning Tasks								Arxiv											2	2;2024-04-25;https://www.arxiv.org/abs/2402.04248v2| 1;2024-02-06;https://www.arxiv.org/abs/2402.04248v1	arXiv:2402.04248			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	Apr 25 2024	2024	State -space models (SSMs), such as Mamba (Gu & Dao, 2023), have been proposed as alternatives to Transformer networks in language modeling, by incorporating gating, convolutions, and input -dependent token selection to mitigate the quadratic cost of multi -head attention. Although SSMs exhibit competitive performance, their in -context learning (ICL) capabilities, a remarkable emergent property of modern language models that enables task execution without parameter optimization, remain underexplored compared to Transformers. In this study, we evaluate the ICL performance of SSMs, focusing on Mamba, against Transformer models across various tasks. Our results show that SSMs perform comparably to Transformers in standard regression ICL tasks, while outperforming them in tasks like sparse parity learning. However, SSMs fall short in tasks involving non-standard retrieval functionality. To address these limitations, we introduce a hybrid model, MambaFormer, that combines Mamba with attention blocks, surpassing individual models in tasks where they struggle independently. Our findings suggest that hybrid architectures offer promising avenues for enhancing ICL in language models.																																	2024-05-04	PPRN:87533800		
